"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
3.036366465E0,6.631075591E-2,-1.293725491E0,-2.310224175E-1,1.315862500E0
3.038850892E0,1.398118287E-1,-1.460967064E0,-2.587184608E-1,1.490270899E0
3.041335319E0,1.994648874E-1,-1.573881745E0,-2.683055699E-1,1.608999027E0
3.043819746E0,2.442046702E-1,-1.665358663E0,-2.651098669E-1,1.703918612E0
3.046304121E0,2.676397860E-1,-1.694119930E0,-2.555227578E-1,1.734060343E0
3.048776829E0,2.804225981E-1,-1.658967257E0,-2.587184608E-1,1.702276251E0
3.051260944E0,2.857487500E-1,-1.579208016E0,-2.789579034E-1,1.628916149E0
3.053745058E0,2.889444530E-1,-1.489728332E0,-3.205019832E-1,1.550967737E0
3.056229121E0,2.964010835E-1,-1.424749136E0,-3.822855055E-1,1.504628164E0
3.058713235E0,3.027924895E-1,-1.361900449E0,-4.525908828E-1,1.466729229E0
3.061197350E0,3.091838956E-1,-1.282007933E0,-5.250267386E-1,1.419433724E0
3.063681465E0,3.102491200E-1,-1.181876063E0,-5.974625945E-1,1.360164364E0
3.066165579E0,3.049229383E-1,-1.086005092E0,-6.635070443E-1,1.308673624E0
3.068642246E0,2.942706347E-1,-1.003050089E0,-7.263557911E-1,1.272909039E0
3.071126152E0,2.687050402E-1,-9.306141734E-1,-7.764217257E-1,1.241400755E0
3.073610110E0,2.356828004E-1,-8.773525357E-1,-8.157021999E-1,1.220927489E0
3.076094017E0,1.983996481E-1,-8.347432017E-1,-8.402025700E-1,1.200874261E0
3.078577923E0,1.547250897E-1,-8.091776371E-1,-8.529853225E-1,1.185871942E0
3.081061829E0,1.110505462E-1,-8.049166799E-1,-8.497896194E-1,1.175740398E0
3.083545735E0,6.524552405E-2,-8.113080859E-1,-8.316806555E-1,1.163688318E0
3.086029694E0,2.476666868E-2,-8.038514853E-1,-7.987915874E-1,1.133516034E0
3.088521100E0,-1.464695390E-2,-7.750901580E-1,-7.551170588E-1,1.082211190E0
3.091005215E0,-4.553871229E-2,-7.239589691E-1,-7.082468271E-1,1.013806654E0
3.093489329E0,-6.790860742E-2,-6.504579186E-1,-6.539199352E-1,9.248342363E-1
3.095973392E0,-8.388710022E-2,-5.663045049E-1,-5.995930433E-1,8.290052204E-1
3.098457506E0,-9.027849883E-2,-4.768249393E-1,-5.473966002E-1,7.315430732E-1
3.100941621E0,-9.134373069E-2,-3.874785006E-1,-4.952002168E-1,6.353790367E-1
3.103425735E0,-8.708280325E-2,-3.065207899E-1,-4.451342523E-1,5.474330204E-1
3.105909850E0,-7.430000603E-2,-2.319544852E-1,-3.918725848E-1,4.613973308E-1
3.108407610E0,-5.725627393E-2,-1.584534049E-1,-3.450023532E-1,3.839432069E-1
3.110892090E0,-3.382114694E-2,-1.009308323E-1,-3.066539466E-1,3.246036751E-1
3.113376517E0,-5.059856921E-3,-6.471290439E-2,-2.778926790E-1,2.853729195E-1
3.115860944E0,3.009283356E-2,-3.808208182E-2,-2.576532364E-1,2.621850755E-1
3.118345423E0,6.418029219E-2,-2.210358530E-2,-2.406095117E-1,2.500012310E-1
3.120829902E0,1.035939083E-1,-1.784265228E-2,-2.342181057E-1,2.567258832E-1
3.123314381E0,1.398118287E-1,-1.038602181E-2,-2.320876420E-1,2.711455153E-1
3.125798808E0,1.770949960E-1,-1.145125460E-2,-2.331528813E-1,2.930085918E-1
3.128283183E0,2.079867423E-1,2.396774245E-3,-2.395442724E-1,3.172470456E-1
3.130765215E0,2.335523367E-1,7.722939365E-3,-2.512618303E-1,3.431309446E-1
3.133249590E0,2.548570037E-1,2.050573565E-2,-2.651098669E-1,3.683148368E-1
3.135733965E0,2.740311921E-1,3.115806542E-2,-2.800231278E-1,3.930354582E-1
3.138218340E0,2.782921195E-1,5.033225939E-2,-2.896102369E-1,4.047887467E-1
3.140702767E0,2.761616707E-1,7.483261824E-2,-2.885449827E-1,4.063537820E-1
3.143187142E0,2.569874525E-1,1.057243794E-1,-2.832188308E-1,3.967784032E-1
3.145671569E0,2.186390758E-1,1.440727711E-1,-2.736317217E-1,3.787272474E-1
3.148153860E0,1.632469594E-1,1.898777932E-1,-2.608489394E-1,3.615872167E-1
3.150638183E0,8.761541545E-2,2.334191799E-1,-2.512618303E-1,3.539681934E-1
3.153122506E0,1.091863867E-2,2.515281439E-1,-2.533923090E-1,3.572020242E-1
3.155606829E0,-5.299534276E-2,2.323539555E-1,-2.693707943E-1,3.596630254E-1
3.158091152E0,-9.986559302E-2,1.824211627E-1,-3.077192008E-1,3.714050671E-1
3.160575527E0,-1.327546686E-1,1.195724085E-1,-3.620460629E-1,4.037309929E-1
3.163059850E0,-1.519288570E-1,6.311506033E-2,-4.238295853E-1,4.546398639E-1
3.165544173E0,-1.593854874E-1,1.304910425E-2,-4.952002168E-1,5.203818477E-1
3.167998704E0,-1.636464298E-1,-1.890788600E-2,-5.697665215E-1,5.931033225E-1
3.170482298E0,-1.615159512E-1,-3.062544949E-2,-6.411371231E-1,6.618777314E-1
3.172965840E0,-1.583202630E-1,-1.784265228E-2,-7.050511241E-1,7.228283015E-1
3.175449381E0,-1.604507267E-1,7.722939365E-3,-7.604432106E-1,7.772245210E-1
3.177932975E0,-1.625811905E-1,4.181039706E-2,-8.093107939E-1,8.265377873E-1
3.180416569E0,-1.636464298E-1,6.631075591E-2,-8.508548737E-1,8.689829034E-1
3.182900162E0,-1.668421179E-1,7.589785010E-2,-8.849423528E-1,9.037254803E-1
3.185383704E0,-1.689725816E-1,7.163692266E-2,-9.147688746E-1,9.329982187E-1
3.187876725E0,-1.700378209E-1,6.311506033E-2,-9.360735416E-1,9.534831130E-1
3.190360527E0,-1.679073572E-1,3.541899845E-2,-9.573782086E-1,9.726358108E-1
3.192844329E0,-1.700378209E-1,6.657706574E-3,-9.701609612E-1,9.849718149E-1
3.195328131E0,-1.647116542E-1,-8.255556226E-3,-9.818785191E-1,9.956322159E-1
3.197811933E0,-1.625811905E-1,-2.742975019E-2,-9.904004335E-1,1.004030903E0
3.200295735E0,-1.540593207E-1,-3.062544949E-2,-9.978570342E-1,1.010143976E0
3.202779537E0,-1.466026902E-1,-2.742975019E-2,-9.999874830E-1,1.011048815E0
3.205263392E0,-1.423417628E-1,-1.464695390E-2,-9.999874830E-1,1.010173588E0
3.207747975E0,-1.338198930E-1,9.853405878E-3,-9.967917800E-1,1.005782634E0
3.210261569E0,-1.284937263E-1,3.754946589E-2,-9.882699251E-1,9.972953650E-1
3.212746152E0,-1.252980381E-1,7.057169080E-2,-9.786828160E-1,9.891915974E-1
3.215230735E0,-1.242327988E-1,1.078548431E-1,-9.637695551E-1,9.777106989E-1
3.217715319E0,-1.221023351E-1,1.355509013E-1,-9.467258453E-1,9.641435854E-1
3.220199850E0,-1.252980381E-1,1.525946259E-1,-9.254211783E-1,9.462500069E-1
3.222684433E0,-1.295589656E-1,1.738992929E-1,-8.998556137E-1,9.256168836E-1
3.225169017E0,-1.370155960E-1,1.877473146E-1,-8.742899895E-1,9.046575669E-1
3.227633131E0,-1.434070021E-1,2.047910541E-1,-8.455287218E-1,8.817163736E-1
3.230117194E0,-1.551245600E-1,2.217016220E-1,-8.188979030E-1,8.624436293E-1
3.232601204E0,-1.679073572E-1,2.398105860E-1,-7.902697325E-1,8.427504066E-1
3.235085215E0,-1.849510819E-1,2.621804774E-1,-7.710955739E-1,8.351849433E-1
3.237569277E0,-1.998643428E-1,2.898765504E-1,-7.551170588E-1,8.331722166E-1
3.240053287E0,-2.201037705E-1,3.154421151E-1,-7.412690520E-1,8.351222696E-1
3.242537350E0,-2.392779738E-1,3.356815577E-1,-7.370080948E-1,8.444625443E-1
3.245021412E0,-2.616478503E-1,3.633776009E-1,-7.391385436E-1,8.641924930E-1
3.247505735E0,-2.861482203E-1,3.921388984E-1,-7.444647551E-1,8.887527728E-1
3.250001777E0,-3.127790391E-1,4.294220507E-1,-7.561823130E-1,9.241459384E-1
3.252486100E0,-3.426055610E-1,4.784227908E-1,-7.742912769E-1,9.725193667E-1
3.254970475E0,-3.713668585E-1,5.284887552E-1,-7.934654355E-1,1.023132985E0
3.257454798E0,-3.990629315E-1,5.860112906E-1,-8.188979030E-1,1.083168607E0
3.259939121E0,-4.278241992E-1,6.477948427E-1,-8.476591706E-1,1.149433675E0
3.262423444E0,-4.565854967E-1,7.085131407E-1,-8.817466497E-1,1.219810781E0
3.264907819E0,-4.853467941E-1,7.660356760E-1,-9.137036204E-1,1.287333086E0
3.267391829E0,-5.141080618E-1,8.266208172E-1,-9.520519972E-1,1.361621122E0
3.269863965E0,-5.386084318E-1,8.894695640E-1,-9.914656281E-1,1.436753020E0
3.272347975E0,-5.673697591E-1,9.491226077E-1,-1.029814005E0,1.511045682E0
3.274832037E0,-5.940005779E-1,1.006645203E0,-1.069227695E0,1.584114616E0
3.277316048E0,-6.238270998E-1,1.068428755E0,-1.108641267E0,1.661260279E0
3.279800110E0,-6.536536217E-1,1.119559884E0,-1.151250601E0,1.733797952E0
3.282284121E0,-6.856105924E-1,1.161103964E0,-1.195990324E0,1.802392065E0
3.284768131E0,-7.143719196E-1,1.195191503E0,-1.246056318E0,1.868546578E0
3.287252558E0,-7.461957335E-1,1.214365602E0,-1.297187567E0,1.927222735E0
3.289752715E0,-7.738918066E-1,1.235670328E0,-1.353644848E0,1.989508498E0
3.292237142E0,-8.047835231E-1,1.244192123E0,-1.416360497E0,2.049821362E0
3.294721569E0,-8.292838931E-1,1.249518394E0,-1.482404947E0,2.108680256E0
3.297206048E0,-8.559147120E-1,1.256974936E0,-1.554840803E0,2.174880665E0
3.299690475E0,-8.782846332E-1,1.264431596E0,-1.631537557E0,2.243231142E0
3.302174902E0,-8.985240459E-1,1.268692493E0,-1.715690970E0,2.315280028E0
3.304659381E0,-9.166330099E-1,1.270823002E0,-1.806235790E0,2.391170196E0
3.307143965E0,-9.315462708E-1,1.268692493E0,-1.896780610E0,2.464779053E0
3.309633079E0,-9.432638288E-1,1.262301087E0,-1.991586328E0,2.539599729E0
3.312117662E0,-9.517856836E-1,1.256974936E0,-2.088389397E0,2.616725482E0
3.314602246E0,-9.603075981E-1,1.249518394E0,-2.183195114E0,2.692550428E0
3.317086829E0,-9.624380469E-1,1.252714038E0,-2.278000832E0,2.772159311E0
3.319571360E0,-9.666989446E-1,1.254844546E0,-2.370676041E0,2.851183364E0
3.322055944E0,-9.635032415E-1,1.265496850E0,-2.461220980E0,2.930431621E0
3.324540475E0,-9.635032415E-1,1.277214408E0,-2.549635172E0,3.010025689E0
3.327024173E0,-9.666989446E-1,1.292127609E0,-2.632590294E0,3.087819986E0
3.329475319E0,-9.720251560E-1,1.297453880E0,-2.715678453E0,3.162772350E0
3.331959017E0,-9.784165621E-1,1.313432336E0,-2.796636105E0,3.240922241E0
3.334442767E0,-9.890688658E-1,1.330476046E0,-2.879724264E0,3.322835471E0
3.336926465E0,-1.002916932E0,1.353911161E0,-2.963877678E0,3.409323789E0
3.339410162E0,-1.019960642E0,1.381607175E0,-3.054422617E0,3.504091269E0
3.341893860E0,-1.042330503E0,1.421020865E0,-3.148163080E0,3.607864182E0
3.344377610E0,-1.061504722E0,1.465627432E0,-3.247096539E0,3.717323227E0
3.346860944E0,-1.084939837E0,1.519954324E0,-3.353619814E0,3.838505107E0
3.349330006E0,-1.105179310E0,1.585998774E0,-3.465469360E0,3.968159687E0
3.351813340E0,-1.127549171E0,1.653108478E0,-3.584775448E0,4.105453664E0
3.354296673E0,-1.152049541E0,1.730870485E0,-3.706212044E0,4.249604511E0
3.356780006E0,-1.170158505E0,1.804371595E0,-3.836170435E0,4.397866686E0
3.359263340E0,-1.186136961E0,1.881068349E0,-3.970256567E0,4.550634706E0
3.361746673E0,-1.198919773E0,1.963091254E0,-4.112998009E0,4.712524643E0
3.364230006E0,-1.205311179E0,2.051372528E0,-4.257869720E0,4.877536145E0
3.366741881E0,-1.209572077E0,2.131264925E0,-4.405936718E0,5.041590340E0
3.369253704E0,-1.210637331E0,2.204766035E0,-4.558132172E0,5.206073848E0
3.371738444E0,-1.209572077E0,2.261223316E0,-4.716851711E0,5.368881221E0
3.374223183E0,-1.206376433E0,2.298506498E0,-4.874506474E0,5.522616190E0
3.376707923E0,-1.202115417E0,2.328333139E0,-5.035356522E0,5.676357281E0
3.379192662E0,-1.192528367E0,2.342181206E0,-5.195008278E0,5.822031236E0
3.381677402E0,-1.185071707E0,2.341115952E0,-5.348402023E0,5.957400696E0
3.384162194E0,-1.171223760E0,2.326202631E0,-5.499664783E0,6.085170212E0
3.386646933E0,-1.158440948E0,2.296375990E0,-5.641340733E0,6.200004305E0
3.389132298E0,-1.143527627E0,2.252701521E0,-5.774362087E0,6.302822946E0
3.391617037E0,-1.123288274E0,2.217548847E0,-5.895798683E0,6.398417113E0
3.394101777E0,-1.105179310E0,2.173874378E0,-6.004452229E0,6.480786811E0
3.396586569E0,-1.080678940E0,2.141917229E0,-6.102453709E0,6.557104365E0
3.399071308E0,-1.058308959E0,2.108895063E0,-6.185541630E0,6.620300710E0
3.401556100E0,-1.033808708E0,2.076938152E0,-6.252651691E0,6.669189284E0
3.404040892E0,-1.011438727E0,2.042850733E0,-6.311106205E0,6.710164599E0
3.406525527E0,-9.880036116E-1,2.022744417E0,-6.356911182E0,6.743735307E0
3.409005579E0,-9.752208591E-1,2.005700588E0,-6.388868332E0,6.766943855E0
3.411490215E0,-9.805470109E-1,1.983330727E0,-6.406977177E0,6.778232052E0
3.413974902E0,-1.009308338E0,1.939656138E0,-6.404846668E0,6.767793592E0
3.416459537E0,-1.054048061E0,1.888525009E0,-6.390998840E0,6.747029732E0
3.418944173E0,-1.101983547E0,1.882133603E0,-6.365433216E0,6.728709733E0
3.421428808E0,-1.129679680E0,1.922612429E0,-6.343063354E0,6.723620115E0
3.423913496E0,-1.136070967E0,1.978004575E0,-6.322824001E0,6.721700878E0
3.426397246E0,-1.124353409E0,2.018483400E0,-6.308975697E0,6.718751384E0
3.428847662E0,-1.104114056E0,2.043915749E0,-6.300453663E0,6.715085688E0
3.431331465E0,-1.079613686E0,2.055633545E0,-6.300453663E0,6.714678796E0
3.433815215E0,-1.060439467E0,2.054568291E0,-6.297258377E0,6.708296788E0
3.436298965E0,-1.035939097E0,2.038589716E0,-6.296193123E0,6.698586842E0
3.438782715E0,-1.017830133E0,2.007831097E0,-6.299388409E0,6.689518534E0
3.441266465E0,-1.007177830E0,1.960960865E0,-6.301518917E0,6.675995458E0
3.443750267E0,-9.986559749E-1,1.906633973E0,-6.301518917E0,6.658956940E0
3.446234017E0,-9.933298230E-1,1.845915675E0,-6.300453663E0,6.640016956E0
3.448717454E0,-9.943950176E-1,1.786262631E0,-6.302584171E0,6.625867707E0
3.451201204E0,-9.943950176E-1,1.729805231E0,-6.299388409E0,6.607824295E0
3.453684954E0,-9.911993146E-1,1.662695646E0,-6.294062614E0,6.585002436E0
3.456168756E0,-9.869384170E-1,1.600912094E0,-6.286605835E0,6.561888440E0
3.458652506E0,-9.805470109E-1,1.532737136E0,-6.275021553E0,6.533502205E0
3.461136256E0,-9.730903506E-1,1.468823195E0,-6.255847454E0,6.499228706E0
3.463620006E0,-9.656337500E-1,1.414629459E0,-6.236672878E0,6.467589477E0
3.466104017E0,-9.592423439E-1,1.354976416E0,-6.215368271E0,6.433265866E0
3.468596725E0,-9.475247860E-1,1.302780032E0,-6.187672138E0,6.393928802E0
3.471080735E0,-9.379376769E-1,1.256974936E0,-6.161041737E0,6.357526906E0
3.473564694E0,-9.272853732E-1,1.221822262E0,-6.136541367E0,6.325333805E0
3.476048704E0,-9.176982641E-1,1.180278182E0,-6.109910488E0,6.290169542E0
3.478532715E0,-9.102416039E-1,1.141929746E0,-6.086475372E0,6.259211275E0
3.481016725E0,-9.006544948E-1,1.104646683E0,-6.070496559E0,6.235571448E0
3.483500683E0,-8.878717422E-1,1.059906840E0,-6.053452969E0,6.209348725E0
3.485984954E0,-8.772193789E-1,1.016232252E0,-6.049191952E0,6.196367089E0
3.488480944E0,-8.633713722E-1,9.736229777E-1,-6.051322460E0,6.189657127E0
3.490965215E0,-8.473928571E-1,9.288831949E-1,-6.063040257E0,6.192039712E0
3.493449485E0,-8.324795961E-1,8.841434121E-1,-6.086475372E0,6.206441356E0
3.495933756E0,-8.133054376E-1,8.457950354E-1,-6.123758316E0,6.235162459E0
3.498418079E0,-7.920007706E-1,8.011884093E-1,-6.166367531E0,6.268433346E0
3.500902350E0,-7.749570012E-1,7.085131407E-1,-6.214303017E0,6.302389325E0
3.503386673E0,-7.600437403E-1,6.019898057E-1,-6.266499519E0,6.341062564E0
3.505870735E0,-7.451304793E-1,5.220973492E-1,-6.322824001E0,6.387950252E0
3.508345944E0,-7.323477268E-1,4.837489426E-1,-6.377150536E0,6.437266127E0
3.510830006E0,-7.184996605E-1,4.656399786E-1,-6.432542801E0,6.489273398E0
3.513314069E0,-6.994586587E-1,4.443353117E-1,-6.474086761E0,6.526903989E0
3.515798131E0,-6.834801435E-1,4.209001958E-1,-6.503913403E0,6.553258093E0
3.518282194E0,-6.653711796E-1,4.038564563E-1,-6.517761230E0,6.564071168E0
3.520766256E0,-6.472622156E-1,3.772256374E-1,-6.507109165E0,6.550092919E0
3.523250267E0,-6.291532516E-1,3.591166735E-1,-6.474086761E0,6.514491384E0
3.525734798E0,-6.110442877E-1,3.527252972E-1,-6.420825005E0,6.459472424E0
3.528237298E0,-5.897396207E-1,3.473991156E-1,-6.345193863E0,6.382003144E0
3.530721829E0,-5.631088018E-1,3.569862247E-1,-6.253716946E0,6.289157839E0
3.533206360E0,-5.332822800E-1,3.750951886E-1,-6.143997669E0,6.178494457E0
3.535690892E0,-5.013253093E-1,4.070521593E-1,-6.025756836E0,6.060261048E0
3.538175371E0,-4.629769027E-1,4.443353117E-1,-5.900059223E0,5.934853016E0
3.540659902E0,-4.214328229E-1,4.880098701E-1,-5.767970562E0,5.803899005E0
3.543144433E0,-3.777582645E-1,5.274235010E-1,-5.639210701E0,5.676405041E0
3.545628704E0,-3.308880031E-1,5.668371320E-1,-5.511382580E0,5.550326940E0
3.548103600E0,-2.808220685E-1,5.966636539E-1,-5.384619713E0,5.424850044E0
3.550587871E0,-2.318213433E-1,6.222292185E-1,-5.269574642E0,5.311245357E0
3.553072142E0,-1.774944514E-1,6.584471464E-1,-5.159855843E0,5.204725664E0
3.555556412E0,-1.178414002E-1,6.914693713E-1,-5.054530621E0,5.102969359E0
3.558040683E0,-5.512581021E-2,7.308830023E-1,-4.956529140E0,5.010430115E0
3.560524954E0,6.657706574E-3,7.756227851E-1,-4.860658169E0,4.922157338E0
3.563009225E0,7.270215452E-2,8.276860714E-1,-4.767982960E0,4.839835879E0
3.565493652E0,1.430075318E-1,8.745563030E-1,-4.679568768E0,4.762737000E0
3.567984642E0,2.101172209E-1,9.182308912E-1,-4.591154099E0,4.686789218E0
3.570469069E0,2.772268951E-1,9.501878619E-1,-4.508066177E0,4.615449315E0
3.572953548E0,3.422061205E-1,9.704272747E-1,-4.430437088E0,4.548363103E0
3.575437975E0,4.029243886E-1,9.714925289E-1,-4.363327503E0,4.488292849E0
3.577922454E0,4.593817294E-1,9.587097168E-1,-4.301544189E0,4.430963587E0
3.580406881E0,5.114449859E-1,9.310136437E-1,-4.240825653E0,4.371837668E0
3.582891308E0,5.647066832E-1,8.916000128E-1,-4.186499119E0,4.317478326E0
3.585375579E0,6.073159575E-1,8.457950354E-1,-4.130041599E0,4.259277583E0
3.587854277E0,6.563166976E-1,7.926664948E-1,-4.074649334E0,4.202599074E0
3.590338548E0,6.999912262E-1,7.447310090E-1,-4.018192291E0,4.146140528E0
3.592822871E0,7.447310090E-1,6.946650743E-1,-3.961734772E0,4.090541070E0
3.595307142E0,7.894708514E-1,6.477948427E-1,-3.898885965E0,4.030411164E0
3.597791465E0,8.299496770E-1,6.019898057E-1,-3.836170435E0,3.970820041E0
3.600275735E0,8.672328591E-1,5.572500229E-1,-3.774386883E0,3.912622747E0
3.602760058E0,9.055812359E-1,5.082492828E-1,-3.711538076E0,3.854077010E0
3.605244642E0,9.354077578E-1,4.624442756E-1,-3.652950287E0,3.799064119E0
3.607740735E0,9.641690254E-1,4.187697470E-1,-3.601819277E0,3.752078373E0
3.610225319E0,9.897346497E-1,3.729647100E-1,-3.559209824E0,3.713038098E0
3.612709902E0,1.011039257E0,3.282249272E-1,-3.529383421E0,3.685984172E0
3.615194485E0,1.025952578E0,2.877460718E-1,-3.510209084E0,3.668370797E0
3.617679121E0,1.041931033E0,2.515281439E-1,-3.499556780E0,3.660025183E0
3.620163704E0,1.050452948E0,2.121145278E-1,-3.489969730E0,3.650798911E0
3.622648287E0,1.058974743E0,1.781602204E-1,-3.485708714E0,3.647373549E0
3.625132402E0,1.067496657E0,1.536598653E-1,-3.480382681E0,3.643655318E0
3.627598287E0,1.077083707E0,1.366161406E-1,-3.476121664E0,3.641729686E0
3.630082402E0,1.087736130E0,1.387466043E-1,-3.470795393E0,3.639895763E0
3.632566569E0,1.101584077E0,1.408770680E-1,-3.466534615E0,3.640081876E0
3.635050683E0,1.112103224E0,1.440727711E-1,-3.464404106E0,3.641376986E0
3.637534798E0,1.122755647E0,1.483336985E-1,-3.464404106E0,3.644815350E0
3.640018912E0,1.132342696E0,1.525946259E-1,-3.464404106E0,3.647955717E0
3.642503027E0,1.141929746E0,1.504641622E-1,-3.470795393E0,3.656919970E0
3.644986725E0,1.147256017E0,1.483336985E-1,-3.478252172E0,3.665574638E0
3.647454017E0,1.148321152E0,1.408770680E-1,-3.488904476E0,3.675723365E0
3.649937715E0,1.142995000E0,1.195724085E-1,-3.501687288E0,3.685450989E0
3.652421412E0,1.133407950E0,9.933298081E-2,-3.522991896E0,3.702155118E0
3.654905110E0,1.117429495E0,7.270215452E-2,-3.543231249E0,3.715968509E0
3.657388808E0,1.095192671E0,5.139749497E-2,-3.565601349E0,3.730362136E0
3.659872506E0,1.066431403E0,4.181039706E-2,-3.586905956E0,3.742314576E0
3.662356204E0,1.035539627E0,3.435376659E-2,-3.609275818E0,3.755049191E0
3.664840058E0,9.993217587E-1,2.583190054E-2,-3.626319408E0,3.761582608E0
3.667330215E0,9.588428736E-1,2.689713426E-2,-3.641232729E0,3.765458657E0
3.669814069E0,9.183640480E-1,2.796236612E-2,-3.658276558E0,3.771891010E0
3.672297923E0,8.778851628E-1,2.689713426E-2,-3.672124624E0,3.775699282E0
3.674781777E0,8.374063373E-1,1.731003635E-2,-3.692363977E0,3.786172309E0
3.677265631E0,7.990579009E-1,-1.864157850E-3,-3.717929602E0,3.802827570E0
3.679749485E0,7.607095242E-1,-4.234301299E-2,-3.744560480E0,3.821283175E0
3.682233392E0,7.223611474E-1,-9.240896255E-2,-3.779713154E0,3.849230646E0
3.684717610E0,6.840127707E-1,-1.531272531E-1,-3.818061352E0,3.881869899E0
3.687215631E0,6.477948427E-1,-2.127802968E-1,-3.857342005E0,3.917141937E0
3.689699850E0,6.115769148E-1,-2.639114857E-1,-3.899951220E0,3.956424536E0
3.692184069E0,5.753589869E-1,-3.033251166E-1,-3.937234402E0,3.990596299E0
3.694668287E0,5.359453559E-1,-3.224993050E-1,-3.970256567E0,4.019226348E0
3.697152506E0,4.987953603E-1,-3.299559355E-1,-3.994756937E0,4.039276014E0
3.699636725E0,4.625774324E-1,-3.267602324E-1,-4.013931274E0,4.053688987E0
3.702120944E0,4.242290556E-1,-3.075860441E-1,-4.025648594E0,4.059609103E0
3.704605527E0,3.848154247E-1,-2.745638192E-1,-4.030974865E0,4.058599089E0
3.707104329E0,3.422061205E-1,-2.351501882E-1,-4.029909611E0,4.051243280E0
3.709588912E0,3.038577139E-1,-1.946713328E-1,-4.024583340E0,4.040729822E0
3.712073496E0,2.633788586E-1,-1.499315500E-1,-4.006474495E0,4.017920578E0
3.714558079E0,2.282261699E-1,-1.062569916E-1,-3.983039379E0,3.990987400E0
3.717042715E0,1.941387206E-1,-6.364767253E-2,-3.953212976E0,3.958488816E0
3.719527298E0,1.643121988E-1,-2.210358530E-2,-3.915929794E0,3.919437871E0
3.722011881E0,1.355509013E-1,1.731003635E-2,-3.878646612E0,3.881053108E0
3.724496412E0,1.153114736E-1,6.204982474E-2,-3.832974672E0,3.835210784E0
3.726978808E0,9.720251709E-2,1.014634445E-1,-3.790365458E0,3.792968951E0
3.729463340E0,8.655018359E-2,1.408770680E-1,-3.747756004E0,3.751401385E0
3.731947871E0,7.483261824E-2,1.770949960E-1,-3.703016281E0,3.708003794E0
3.734432402E0,6.950645149E-2,2.069215178E-1,-3.660407066E0,3.666909810E0
3.736916933E0,6.737598777E-2,2.323539555E-1,-3.624189138E0,3.632254781E0
3.739401465E0,7.376738638E-2,2.600499988E-1,-3.595427752E0,3.605574621E0
3.741885996E0,8.228924870E-2,2.877460718E-1,-3.571992636E0,3.584508434E0
3.744370319E0,9.187635034E-2,3.090507388E-1,-3.554948807E0,3.569539836E0
3.746845892E0,1.014634445E-1,3.218335211E-1,-3.548557520E0,3.564566189E0
3.749330215E0,1.142462417E-1,3.271597028E-1,-3.540035725E0,3.556956368E0
3.751814537E0,1.238333359E-1,3.271597028E-1,-3.538970470E0,3.556217113E0
3.754298860E0,1.344856620E-1,3.228987455E-1,-3.535774708E0,3.553034306E0
3.756783131E0,1.398118287E-1,3.197030723E-1,-3.535774708E0,3.552950912E0
3.759267454E0,1.483336985E-1,3.197030723E-1,-3.532578945E0,3.550116469E0
3.761751725E0,1.483336985E-1,3.271597028E-1,-3.536839962E0,3.555034919E0
3.764235944E0,1.430075318E-1,3.367467821E-1,-3.537905216E0,3.556771411E0
3.766717506E0,1.387466043E-1,3.527252972E-1,-3.535774708E0,3.556032697E0
3.769201725E0,1.291595101E-1,3.687037826E-1,-3.536839962E0,3.558350963E0
3.771685944E0,1.217028722E-1,3.953346014E-1,-3.535774708E0,3.559888175E0
3.774170215E0,1.185071766E-1,4.166392684E-1,-3.532578945E0,3.559037262E0
3.776654433E0,1.153114736E-1,4.390091598E-1,-3.534709454E0,3.563733534E0
3.779138704E0,1.131810099E-1,4.549876451E-1,-3.529383421E0,3.560389168E0
3.781622923E0,1.142462417E-1,4.677704573E-1,-3.526187658E0,3.558912869E0
3.784107350E0,1.153114736E-1,4.709661603E-1,-3.517665863E0,3.550926497E0
3.786598756E0,1.153114736E-1,4.709661603E-1,-3.501687288E0,3.535098262E0
3.789083183E0,1.185071766E-1,4.613790512E-1,-3.484643459E0,3.517051978E0
3.791567610E0,1.227681041E-1,4.411396384E-1,-3.460143089E0,3.490310357E0
3.794052037E0,1.291595101E-1,4.070521593E-1,-3.434577465E0,3.461025282E0
3.796536412E0,1.366161406E-1,3.825518191E-1,-3.409012079E0,3.433128780E0
3.799020840E0,1.419423074E-1,3.580514491E-1,-3.382381201E0,3.404240157E0
3.801505267E0,1.515294015E-1,3.452686667E-1,-3.351489305E0,3.372632826E0
3.803989017E0,1.579207927E-1,3.356815577E-1,-3.318467140E0,3.339138399E0
3.806447662E0,1.653774232E-1,3.282249272E-1,-3.283314466E0,3.303821300E0
3.808931465E0,1.824211627E-1,3.207682967E-1,-3.252422810E0,3.273289464E0
3.811415215E0,1.941387206E-1,3.239639997E-1,-3.225924969E0,3.247958500E0
3.813898965E0,2.175738513E-1,3.303554058E-1,-3.206750870E0,3.231056207E0
3.816382715E0,2.335523367E-1,3.346163332E-1,-3.193968058E0,3.219929617E0
3.818866465E0,2.484655976E-1,3.399424851E-1,-3.184381008E0,3.212098761E0
3.821350267E0,2.601831555E-1,3.537905216E-1,-3.186511517E0,3.216631569E0
3.823834746E0,2.633788586E-1,3.612471521E-1,-3.188641787E0,3.219829867E0
