"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
9.107790267E0,-1.597183824E0,3.186777830E0,-3.909538269E0,5.290655780E0
9.110274381E0,-1.501312852E0,3.298494101E0,-3.891429424E0,5.317633550E0
9.112765006E0,-1.346853971E0,3.399691105E0,-3.850950480E0,5.310530560E0
9.115249121E0,-1.136070967E0,3.450822353E0,-3.792495966E0,5.251843277E0
9.117733287E0,-9.006544948E-1,3.412473917E0,-3.722190380E0,5.129411075E0
9.120217402E0,-6.717625856E-1,3.249626398E0,-3.647624254E0,4.931176269E0
9.122701569E0,-4.587159753E-1,2.968405008E0,-3.552818537E0,4.652350825E0
9.125185683E0,-2.296908647E-1,2.622337341E0,-3.409012079E0,4.307060991E0
9.127669850E0,1.411433797E-2,2.263353825E0,-3.206750870E0,3.925075909E0
9.130155267E0,2.612484097E-1,1.923677683E0,-2.952160120E0,3.533275525E0
9.132690319E0,4.870778024E-1,1.634999514E0,-2.680525780E0,3.177371028E0
9.135175735E0,6.595124006E-1,1.399716139E0,-2.425003052E0,2.876595501E0
9.137661204E0,7.894708514E-1,1.202648044E0,-2.199173689E0,2.627925314E0
9.140146621E0,8.789504170E-1,1.031145573E0,-2.009695292E0,2.423776019E0
9.142632037E0,9.322120547E-1,8.713606000E-1,-1.858432174E0,2.254342200E0
9.145117454E0,9.535167217E-1,7.223611474E-1,-1.745517492E0,2.116088628E0
9.147602923E0,9.503210187E-1,5.817503929E-1,-1.664559722E0,2.003073295E0
9.150086517E0,9.311468005E-1,4.581833482E-1,-1.602776289E0,1.909413045E0
9.152542923E0,9.002550840E-1,3.484643400E-1,-1.566558361E0,1.840106440E0
9.155026517E0,8.651023507E-1,2.483324558E-1,-1.538862228E0,1.782741721E0
9.157466360E0,8.235582709E-1,1.568555683E-1,-1.522883773E0,1.738397791E0
9.159949954E0,7.788184881E-1,7.483261824E-2,-1.511166215E0,1.701699588E0
9.162433496E0,7.351439595E-1,8.788172156E-3,-1.503709555E0,1.673814894E0
9.164917090E0,6.882736683E-1,-4.340824485E-2,-1.501579046E0,1.652375427E0
9.167400683E0,6.424686909E-1,-8.388710022E-2,-1.502644300E0,1.636381055E0
9.169884277E0,5.987941027E-1,-1.083874628E-1,-1.506905317E0,1.625135642E0
9.172367767E0,5.561847687E-1,-1.233007237E-1,-1.514361858E0,1.617972930E0
9.174851360E0,5.189016461E-1,-1.264964193E-1,-1.523949027E0,1.614831539E0
9.177334954E0,4.817516208E-1,-1.158440933E-1,-1.539927483E0,1.617677696E0
9.179818548E0,4.508598745E-1,-9.560466558E-2,-1.559101701E0,1.625796110E0
9.182302090E0,4.167724252E-1,-7.110430300E-2,-1.578275919E0,1.633924708E0
9.184785683E0,3.816197217E-1,-3.062544949E-2,-1.595319629E0,1.640614595E0
9.187269277E0,3.443365693E-1,1.198387146E-2,-1.617689490E0,1.653974176E0
9.189780787E0,3.027924895E-1,5.991935730E-2,-1.636863708E0,1.665711986E0
9.192292298E0,2.537917793E-1,1.110505462E-1,-1.658168316E0,1.681149801E0
9.194777246E0,2.047910541E-1,1.653774232E-1,-1.676277280E0,1.696818961E0
9.197262246E0,1.472684592E-1,2.195711583E-1,-1.692255855E0,1.712784099E0
9.199747194E0,8.122401685E-2,2.824199200E-1,-1.699712396E0,1.724929152E0
9.202232194E0,9.853405878E-3,3.505948186E-1,-1.698647261E0,1.734478692E0
9.204717142E0,-6.897383928E-2,4.177044928E-1,-1.680538297E0,1.733044547E0
9.207202142E0,-1.444722265E-1,4.880098701E-1,-1.647516012E0,1.724336066E0
9.209665631E0,-2.179733068E-1,5.540543199E-1,-1.601711035E0,1.708791032E0
9.212150058E0,-2.818872929E-1,5.870765448E-1,-1.546318889E0,1.677862158E0
9.214634433E0,-3.372794092E-1,6.051855087E-1,-1.484535336E0,1.638246644E0
9.217118808E0,-3.937367499E-1,5.966636539E-1,-1.417425752E0,1.587492332E0
9.219603235E0,-4.480636418E-1,5.838808417E-1,-1.354710102E0,1.541725438E0
9.222087662E0,-5.066514611E-1,5.700328350E-1,-1.299317956E0,1.506605551E0
9.224572090E0,-5.641740561E-1,5.764242411E-1,-1.250317216E0,1.487901345E0
9.227056517E0,-6.206313968E-1,5.796199441E-1,-1.215164542E0,1.482486922E0
9.229541048E0,-6.706973314E-1,5.774894357E-1,-1.198120832E0,1.489571243E0
9.232030058E0,-7.111762166E-1,5.647066832E-1,-1.198120832E0,1.503382446E0
9.234514590E0,-7.472609878E-1,5.615109801E-1,-1.214099288E0,1.532230611E0
9.236999121E0,-7.770875096E-1,5.700328350E-1,-1.242860675E0,1.572738086E0
9.239483652E0,-7.973269224E-1,5.753589869E-1,-1.280143738E0,1.614167332E0
9.241968183E0,-8.143706322E-1,5.945332050E-1,-1.324883580E0,1.664928154E0
9.244452715E0,-8.239577413E-1,6.232944727E-1,-1.370688558E0,1.716446760E0
9.246937298E0,-8.228924870E-1,6.541862488E-1,-1.414229989E0,1.762145895E0
9.249411569E0,-8.175663352E-1,6.861432195E-1,-1.454708815E0,1.804268540E0
9.251895840E0,-8.037183285E-1,7.127740383E-1,-1.485600591E0,1.833308238E0
9.254380110E0,-7.792179585E-1,7.287525535E-1,-1.509035707E0,1.848093524E0
9.256864329E0,-7.493914366E-1,7.340787053E-1,-1.521818519E0,1.848348093E0
9.259348600E0,-7.174344659E-1,7.276872993E-1,-1.527144670E0,1.837501527E0
9.261832871E0,-6.856105924E-1,7.053174376E-1,-1.528209925E0,1.817404783E0
9.264317142E0,-6.557840705E-1,6.712299585E-1,-1.526079416E0,1.791513547E0
9.266801412E0,-6.248922944E-1,6.350120306E-1,-1.525014281E0,1.766182102E0
9.269285631E0,-5.971962810E-1,5.924026966E-1,-1.517557621E0,1.735098120E0
9.271767662E0,-5.769568086E-1,5.455324650E-1,-1.510100961E0,1.706132979E0
9.274251881E0,-5.609783530E-1,5.082492828E-1,-1.497318149E0,1.677788927E0
9.276736048E0,-5.513912439E-1,4.773575366E-1,-1.483470082E0,1.653053540E0
9.279220267E0,-5.481955409E-1,4.464657903E-1,-1.461100221E0,1.623164781E0
9.281704485E0,-5.471302867E-1,4.145087898E-1,-1.435534596E0,1.591203527E0
9.284188704E0,-5.535216928E-1,3.900084496E-1,-1.409036994E0,1.563290794E0
9.286672923E0,-5.599130988E-1,3.644428551E-1,-1.378145218E0,1.531536978E0
9.289157037E0,-5.716306567E-1,3.410077095E-1,-1.342992544E0,1.498891870E0
9.291637610E0,-5.844134688E-1,3.207682967E-1,-1.303578854E0,1.464154784E0
9.294121725E0,-5.940005779E-1,2.898765504E-1,-1.262034774E0,1.424639207E0
9.296605892E0,-6.035876870E-1,2.621804774E-1,-1.221555948E0,1.387535813E0
9.299090006E0,-6.067833900E-1,2.195711583E-1,-1.176816225E0,1.342122947E0
9.301574121E0,-6.057181358E-1,1.792254597E-1,-1.129945874E0,1.294524586E0
9.304058235E0,-6.003919840E-1,1.259638071E-1,-1.082010388E0,1.243818273E0
9.306542350E0,-5.865439177E-1,7.802832127E-2,-1.033009768E0,1.190475269E0
9.309026517E0,-5.663045049E-1,2.050573565E-2,-9.808133245E-1,1.132747127E0
9.311512923E0,-5.364779830E-1,-3.169068322E-2,-9.286168814E-1,1.072912969E0
9.313997090E0,-5.013253093E-1,-9.453943372E-2,-8.753552437E-1,1.013169074E0
9.316481308E0,-4.597811997E-1,-1.573881805E-1,-8.188979030E-1,9.522413383E-1
9.318965475E0,-4.129109383E-1,-2.085193694E-1,-7.583127618E-1,8.882646087E-1
9.321449642E0,-3.575188220E-1,-2.617810071E-1,-6.933335662E-1,8.228368233E-1
9.323933808E0,-3.031919599E-1,-3.278254569E-1,-6.219629049E-1,7.656583767E-1
9.326418027E0,-2.456693649E-1,-3.979976773E-1,-5.431357026E-1,7.167649402E-1
9.328888287E0,-1.881467849E-1,-4.746944606E-1,-4.568518102E-1,6.851624772E-1
9.331372090E0,-1.402112991E-1,-5.460650921E-1,-3.673722446E-1,6.729105879E-1
9.333855892E0,-8.921326697E-2,-6.185009480E-1,-2.683055699E-1,6.800664000E-1
9.336339694E0,-4.127778113E-2,-6.802844405E-1,-1.661763489E-1,7.015022125E-1
9.338823496E0,2.396774245E-3,-7.260894775E-1,-6.284874678E-2,7.288083691E-1
9.341307350E0,4.926702753E-2,-7.772206664E-1,3.728315607E-2,7.796725197E-1
9.343791152E0,9.826774895E-2,-8.358084559E-1,1.310236603E-1,8.517038952E-1
9.346275006E0,1.525946259E-1,-8.954614997E-1,2.119813710E-1,9.327767787E-1
9.348761933E0,2.058562785E-1,-9.551145434E-1,2.897433937E-1,1.019103446E0
9.351245840E0,2.601831555E-1,-1.003050089E0,3.589835167E-1,1.096664908E0
9.353729694E0,3.113143444E-1,-1.038069606E0,4.270252883E-1,1.164841502E0
9.356213548E0,3.656412363E-1,-1.062569976E0,4.983958900E-1,1.229287164E0
9.358697454E0,4.189028740E-1,-1.082809329E0,5.676360726E-1,1.292349168E0
9.361181360E0,4.732297659E-1,-1.078548431E0,6.443328261E-1,1.342526693E0
9.363665267E0,5.338149071E-1,-1.067896128E0,7.178338766E-1,1.393070698E0
9.366149173E0,5.902722478E-1,-1.051917553E0,7.913349867E-1,1.442623626E0
9.368644746E0,6.424686909E-1,-1.028482437E0,8.648360372E-1,1.489457456E0
9.371128965E0,6.946650743E-1,-9.892020226E-1,9.394024014E-1,1.530868080E0
9.373613131E0,7.362091541E-1,-9.370055795E-1,1.012903452E0,1.563955491E0
9.376097298E0,7.660356760E-1,-8.858743906E-1,1.089467049E0,1.599538228E0
9.378581517E0,7.830794454E-1,-8.432651162E-1,1.168294311E0,1.639884469E0
9.381065683E0,7.873403430E-1,-8.059819341E-1,1.247121572E0,1.680721247E0
9.383549902E0,7.788184881E-1,-7.782858610E-1,1.332340240E0,1.728414775E0
9.386034069E0,7.617747784E-1,-7.516550422E-1,1.414363146E0,1.773614734E0
9.388545944E0,7.468615174E-1,-7.218285203E-1,1.497451305E0,1.822415691E0
9.391030840E0,7.308830023E-1,-6.845453978E-1,1.578409076E0,1.869269262E0
9.393515735E0,7.266221046E-1,-6.408708096E-1,1.658168316E0,1.920473182E0
9.396000579E0,7.276872993E-1,-5.950657725E-1,1.730604172E0,1.969421966E0
9.398485475E0,7.362091541E-1,-5.556522012E-1,1.800909638E0,2.023370656E0
9.400970423E0,7.457962632E-1,-5.194342732E-1,1.864823580E0,2.074509825E0
9.403455319E0,7.532529235E-1,-4.906729758E-1,1.923411369E0,2.123125345E0
9.405940215E0,7.607095242E-1,-4.683030546E-1,1.978803515E0,2.171094213E0
9.408424642E0,7.617747784E-1,-4.491288662E-1,2.030999899E0,2.215170003E0
9.410891621E0,7.596443295E-1,-4.320851564E-1,2.086391926E0,2.262031909E0
9.413376048E0,7.585790753E-1,-4.193023443E-1,2.144979954E0,2.313481288E0
9.415860527E0,7.553833723E-1,-4.097152650E-1,2.203567743E0,2.365202198E0
9.418344954E0,7.457962632E-1,-4.075847864E-1,2.267348528E0,2.421405949E0
9.420829381E0,7.394048572E-1,-4.150414169E-1,2.331262589E0,2.480678169E0
9.423313808E0,7.276872993E-1,-4.331503808E-1,2.397306919E0,2.542484714E0
9.425798287E0,7.159697413E-1,-4.619116783E-1,2.465481758E0,2.608558101E0
9.428282819E0,7.042521834E-1,-4.896077216E-1,2.537917614E0,2.678938722E0
9.430771100E0,6.957303286E-1,-5.141080618E-1,2.615679741E0,2.755018747E0
9.433255631E0,6.935998797E-1,-5.173037648E-1,2.700898409E0,2.836112867E0
9.435740162E0,6.999912262E-1,-5.183690190E-1,2.790377855E0,2.923166559E0
9.438224694E0,7.074478865E-1,-5.236951709E-1,2.886115789E0,3.017350410E0
9.440709277E0,7.223611474E-1,-5.279561281E-1,2.984117270E0,3.115365015E0
9.443193808E0,7.372744083E-1,-5.055862069E-1,3.087444782E0,3.214266051E0
9.445678340E0,7.489919662E-1,-4.768249393E-1,3.203555107E0,3.324321933E0
9.448162662E0,7.639052272E-1,-4.491288662E-1,3.327122211E0,3.443110533E0
9.450639277E0,7.852098942E-1,-4.278241992E-1,3.449624062E0,3.563634983E0
9.453123600E0,8.054493070E-1,-4.161066413E-1,3.574123144E0,3.687309259E0
9.455607975E0,8.310149312E-1,-4.011933804E-1,3.695559740E0,3.809029238E0
9.458092298E0,8.512543440E-1,-3.853480518E-1,3.821257114E0,3.933844559E0
9.460576621E0,8.693633080E-1,-3.821523488E-1,3.943758965E0,4.056484654E0
9.463060944E0,8.917331696E-1,-3.906742036E-1,4.068258286E0,4.183125609E0
9.465545319E0,9.130378366E-1,-4.097152650E-1,4.187564373E0,4.305484882E0
9.468029954E0,9.364729524E-1,-4.374113083E-1,4.306870461E0,4.429158318E0
9.470526621E0,9.599081278E-1,-4.725640118E-1,4.424046040E0,4.551584748E0
9.473011256E0,9.854736924E-1,-5.002600551E-1,4.535895348E0,4.668593485E0
9.475495944E0,1.012104511E0,-5.311518312E-1,4.646679401E0,4.785196680E0
9.477980579E0,1.037670135E0,-5.599130988E-1,4.750939369E0,4.895067607E0
9.480465267E0,1.063235760E0,-5.876091719E-1,4.851071358E0,5.000864739E0
9.482949902E0,1.086670876E0,-6.227618456E-1,4.948007584E0,5.104063573E0
9.485434590E0,1.109040737E0,-6.547188759E-1,5.040682793E0,5.202606191E0
9.487907975E0,1.131277442E0,-6.813496947E-1,5.128031731E0,5.295350365E0
9.490392350E0,1.154712558E0,-7.122414112E-1,5.215380669E0,5.388955784E0
9.492876673E0,1.180278182E0,-7.367417812E-1,5.295140266E0,5.474884061E0
9.495360996E0,1.207974195E0,-7.601768970E-1,5.369706631E0,5.556151534E0
9.497845371E0,1.240996480E0,-7.793511152E-1,5.435750961E0,5.629817842E0
9.500329746E0,1.280410051E0,-7.900034189E-1,5.502860546E0,5.704825106E0
9.502814121E0,1.323019385E0,-7.900034189E-1,5.564644337E0,5.774058563E0
9.505298444E0,1.370954871E0,-7.750901580E-1,5.625362396E0,5.841659362E0
9.507782090E0,1.427412271E0,-7.559159994E-1,5.688210964E0,5.913092149E0
9.510238183E0,1.490260959E0,-7.228937745E-1,5.744668484E0,5.978684565E0
9.512721829E0,1.558435917E0,-6.994586587E-1,5.803256512E0,6.049442211E0
9.515205527E0,1.634067416E0,-6.664364338E-1,5.855453014E0,6.115606580E0
9.517689173E0,1.712894678E0,-6.515231729E-1,5.912842274E0,6.190330716E0
9.520172819E0,1.794784546E0,-6.248922944E-1,5.968234539E0,6.263510634E0
9.522656465E0,1.862959385E0,-6.078485847E-1,6.018300056E0,6.329299577E0
9.525140110E0,1.917286277E0,-5.780220628E-1,6.060909748E0,6.383159339E0
9.527654069E0,1.958830357E0,-5.354127288E-1,6.099257946E0,6.428423652E0
9.530138496E0,1.981200218E0,-4.853467941E-1,6.128019333E0,6.458586282E0
9.532622923E0,1.988656878E0,-4.193023443E-1,6.149323940E0,6.476477095E0
9.535107350E0,1.976939321E0,-3.310211599E-1,6.157845974E0,6.475873001E0
9.537591777E0,1.941786647E0,-1.957365721E-1,6.166367531E0,6.467838643E0
9.540076204E0,1.881068349E0,5.592473317E-3,6.171693802E0,6.451996109E0
9.542560631E0,1.813958645E0,1.600512564E-1,6.173824310E0,6.436782502E0
9.545045058E0,1.741522789E0,3.111811876E-1,6.172759056E0,6.421268545E0
9.547528860E0,1.674546361E0,4.613790512E-1,6.169563293E0,6.409406164E0
9.549989069E0,1.615958452E0,6.030550599E-1,6.165302277E0,6.402026967E0
9.552472871E0,1.569088221E0,7.383396626E-1,6.161041737E0,6.400438937E0
9.554956725E0,1.535000801E0,8.585777879E-1,6.155715466E0,6.402047811E0
9.557440527E0,1.510500431E0,9.597749710E-1,6.142932415E0,6.398312137E0
9.559924381E0,1.492391467E0,1.032210827E0,6.126954079E0,6.390012345E0
9.562408183E0,1.474282503E0,1.065232992E0,6.100323200E0,6.365702897E0
9.564892037E0,1.458304048E0,1.055645943E0,6.065170765E0,6.326716009E0
9.567376152E0,1.438064575E0,1.016232252E0,6.025756836E0,6.277778521E0
9.569871881E0,1.416759968E0,9.587097168E-1,5.982082367E0,6.221868093E0
9.572355996E0,1.399716139E0,8.681648970E-1,5.943734169E0,6.167729844E0
9.574840110E0,1.389063835E0,7.671009302E-1,5.903254986E0,6.112803089E0
9.577324225E0,1.387998581E0,6.648385525E-1,5.868235588E0,6.066690966E0
9.579808392E0,1.396520495E0,5.742937326E-1,5.836278439E0,6.028451609E0
9.582292506E0,1.421020865E0,4.890751243E-1,5.805387020E0,5.996750222E0
9.584776673E0,1.450847387E0,4.272916019E-1,5.773429871E0,5.968251731E0
9.587261048E0,1.491326213E0,3.846822679E-1,5.747864246E0,5.950628346E0
9.589754746E0,1.527544141E0,3.718994856E-1,5.727624893E0,5.939477018E0
9.592239121E0,1.563762069E0,3.900084496E-1,5.709516048E0,5.932624369E0
9.594723496E0,1.589327693E0,4.315525293E-1,5.695667744E0,5.928982303E0
9.597207923E0,1.602110505E0,4.944012761E-1,5.687146187E0,5.929150229E0
9.599692298E0,1.596784353E0,5.657718778E-1,5.689276218E0,5.936133588E0
9.602176673E0,1.577610135E0,6.435338855E-1,5.690341473E0,5.939947447E0
9.604661048E0,1.542457461E0,7.042521834E-1,5.695667744E0,5.942707902E0
9.607145579E0,1.498782873E0,7.202306986E-1,5.696732998E0,5.934462841E0
9.609635058E0,1.451912642E0,7.010564804E-1,5.690341473E0,5.914348365E0
9.612119590E0,1.401846647E0,6.563166976E-1,5.675428391E0,5.882721568E0
9.614604121E0,1.357106924E0,5.860112906E-1,5.654123783E0,5.844164969E0
9.617088652E0,1.318758488E0,5.050535798E-1,5.624297142E0,5.798872426E0
9.619573131E0,1.283605814E0,4.230306745E-1,5.592339993E0,5.753335157E0
9.622057662E0,1.260170698E0,3.548557460E-1,5.550796032E0,5.703094719E0
9.624542142E0,1.236735582E0,3.037245572E-1,5.503925800E0,5.649332945E0
9.627026569E0,1.220757008E0,2.770937383E-1,5.452794552E0,5.594640027E0
9.629507610E0,1.204778552E0,2.738980353E-1,5.394207001E0,5.533893806E0
9.631992037E0,1.197321892E0,2.898765504E-1,5.330292702E0,5.470797786E0
9.634476412E0,1.188800097E0,3.197030723E-1,5.264381409E0,5.406400590E0
9.636960840E0,1.182408690E0,3.655080795E-1,5.198337078E0,5.343631241E0
9.639445267E0,1.172821522E0,4.272916019E-1,5.132292747E0,5.281904702E0
9.641929694E0,1.154712558E0,4.933360517E-1,5.068378925E0,5.221609568E0
9.644414121E0,1.139799356E0,5.593804717E-1,5.006595135E0,5.165079276E0
9.646898600E0,1.114233732E0,6.456643939E-1,4.954398632E0,5.119029705E0
9.649385110E0,1.085605621E0,7.426005602E-1,4.913919926E0,5.086905168E0
9.651869590E0,1.048322439E0,8.404688835E-1,4.873441219E0,5.055274196E0
9.654354017E0,1.013169765E0,9.416660070E-1,4.828701496E0,5.022908120E0
9.656838496E0,9.758865833E-1,1.035406470E0,4.779700756E0,4.986979096E0
9.659322975E0,9.396686554E-1,1.113168478E0,4.726438999E0,4.945841370E0
9.661807454E0,9.034507871E-1,1.167495370E0,4.672245026E0,4.899912483E0
9.664291933E0,8.651023507E-1,1.209039450E0,4.610461712E0,4.844227045E0
9.666776360E0,8.256887197E-1,1.244192123E0,4.552938938E0,4.791558084E0
9.669258704E0,7.830794454E-1,1.261235952E0,4.490090370E0,4.729148029E0
9.671743131E0,7.372744083E-1,1.265496850E0,4.429371834E0,4.665232113E0
9.674227558E0,6.989260316E-1,1.256974936E0,4.369719028E0,4.600318247E0
9.676711985E0,6.616428494E-1,1.230344176E0,4.311131001E0,4.531817357E0
9.679196360E0,6.339467764E-1,1.183473945E0,4.264260769E0,4.470617295E0
9.681680787E0,6.179683208E-1,1.116364241E0,4.228043079E0,4.416390183E0
9.684165215E0,6.158378124E-1,1.035406470E0,4.205673218E0,4.374815423E0
9.686648652E0,6.147726178E-1,9.501878619E-1,4.199281693E0,4.349111297E0
9.689094329E0,6.200987697E-1,8.894695640E-1,4.202477455E0,4.340103150E0
9.691577767E0,6.222292185E-1,8.436645269E-1,4.217390537E0,4.345724563E0
9.694061204E0,6.264901757E-1,7.979927063E-1,4.238695145E0,4.358419304E0
9.696544642E0,6.360772848E-1,7.447310090E-1,4.266391277E0,4.377363718E0
9.699028079E0,6.477948427E-1,6.925346255E-1,4.298348427E0,4.401708937E0
9.701511517E0,6.605776548E-1,6.403381824E-1,4.331370831E0,4.427998317E0
9.703994954E0,6.733604074E-1,5.870765448E-1,4.362262249E0,4.452797439E0
9.706479590E0,6.840127707E-1,5.348801613E-1,4.381436348E0,4.466649161E0
9.709009590E0,6.904041767E-1,4.922707975E-1,4.389958382E0,4.471098641E0
9.711494225E0,6.861432195E-1,4.560528994E-1,4.382501602E0,4.459270911E0
9.713978860E0,6.818822622E-1,4.230306745E-1,4.371849537E0,4.444883209E0
9.716463496E0,6.733604074E-1,3.963998258E-1,4.358001232E0,4.427496109E0
9.718948079E0,6.680342555E-1,3.697690070E-1,4.344153404E0,4.410744573E0
9.721432715E0,6.659038067E-1,3.399424851E-1,4.335631371E0,4.399623638E0
9.723917350E0,6.722952127E-1,3.058550358E-1,4.327109814E0,4.389693326E0
9.726401256E0,6.861432195E-1,2.707023323E-1,4.319653034E0,4.382176925E0
9.728858183E0,7.063826323E-1,2.387453467E-1,4.316457272E0,4.380385730E0
9.731342090E0,7.276872993E-1,2.079867423E-1,4.304739952E0,4.370763474E0
9.733826048E0,7.511224151E-1,1.824211627E-1,4.290891647E0,4.359955675E0
9.736309954E0,7.702966332E-1,1.579207927E-1,4.277043819E0,4.348723918E0
9.738793912E0,7.905360460E-1,1.419423074E-1,4.260000229E0,4.335054418E0
9.741277819E0,8.086450100E-1,1.366161406E-1,4.239760399E0,4.318349101E0
9.743761777E0,8.310149312E-1,1.493989378E-1,4.216325283E0,4.300035436E0
9.746245527E0,8.469933867E-1,1.824211627E-1,4.196085930E0,4.284601779E0
9.748722819E0,8.608414531E-1,2.376801223E-1,4.177977085E0,4.272356770E0
9.751206569E0,8.672328591E-1,3.218335211E-1,4.164129257E0,4.265635019E0
9.753690371E0,8.693633080E-1,4.145087898E-1,4.156672478E0,4.266794603E0
9.756174121E0,8.651023507E-1,5.103797913E-1,4.151346207E0,4.271131576E0
9.758657871E0,8.555153012E-1,5.977289081E-1,4.148150444E0,4.277421932E0
9.761141621E0,8.427324891E-1,6.648385525E-1,4.144954681E0,4.281688646E0
9.763625371E0,8.267539740E-1,7.031869292E-1,4.143889427E0,4.283668238E0
9.766109850E0,8.065145612E-1,7.031869292E-1,4.138563633E0,4.274651628E0
9.768621100E0,7.862751484E-1,6.744256616E-1,4.125780582E0,4.253838737E0
9.771105579E0,7.564486265E-1,6.137073636E-1,4.112998009E0,4.226772276E0
9.773590006E0,7.244915962E-1,5.338149071E-1,4.097019196E0,4.194688632E0
9.776074485E0,6.861432195E-1,4.336830080E-1,4.079975605E0,4.159936827E0
9.778558912E0,6.445991397E-1,3.335510790E-1,4.053477764E0,4.117942005E0
9.781043392E0,5.977289081E-1,2.312887162E-1,4.026847363E0,4.077532832E0
9.783527819E0,5.476629138E-1,1.312899739E-1,3.989563942E0,4.029118039E0
9.786012454E0,4.934692085E-1,3.754946589E-2,3.950150251E0,3.981031127E0
9.788503965E0,4.380770922E-1,-4.660394415E-2,3.913932323E0,3.938648207E0
9.790988600E0,3.826849759E-1,-1.264964193E-1,3.874518871E0,3.895426244E0
9.793473235E0,3.283580840E-1,-1.925408691E-1,3.839366198E0,3.858189189E0
9.795957871E0,2.825530469E-1,-2.511286736E-1,3.809539557E0,3.828249400E0
9.798442558E0,2.399437428E-1,-3.043903410E-1,3.786104441E0,3.805891921E0
9.800927194E0,2.015953511E-1,-3.491301239E-1,3.769060850E0,3.790560938E0
9.803411829E0,1.707035899E-1,-3.885437548E-1,3.759473562E0,3.783351349E0
9.805895892E0,1.462032348E-1,-4.246285260E-1,3.756278038E0,3.783029139E0
9.808358965E0,1.334204376E-1,-4.448679388E-1,3.755212784E0,3.783824989E0
9.810843079E0,1.259638071E-1,-4.555202723E-1,3.756278038E0,3.785893593E0
9.813327142E0,1.323551983E-1,-4.597811997E-1,3.760538816E0,3.790853313E0
9.815811256E0,1.376813650E-1,-4.512593448E-1,3.761604071E0,3.791075881E0
9.818295319E0,1.557903290E-1,-4.395417869E-1,3.758408308E0,3.787228620E0
9.820779381E0,1.707035899E-1,-4.235632718E-1,3.757343292E0,3.784993286E0
9.823263496E0,1.952039450E-1,-4.171718955E-1,3.754147530E0,3.782295684E0
9.825747506E0,2.175738513E-1,-4.139761925E-1,3.749886513E0,3.778936825E0
9.828229537E0,2.388785034E-1,-4.075847864E-1,3.743495226E0,3.773187618E0
9.830713548E0,2.569874525E-1,-4.001281559E-1,3.732842922E0,3.763012274E0
9.833197610E0,2.708354890E-1,-3.853480518E-1,3.720060110E0,3.749758953E0
9.835681621E0,2.836183012E-1,-3.619129062E-1,3.708342552E0,3.736739859E0
9.838165683E0,2.921401560E-1,-3.235645294E-1,3.696624994E0,3.722240753E0
9.840649694E0,3.038577139E-1,-2.766942680E-1,3.684907436E0,3.707752964E0
9.843133756E0,3.155752718E-1,-2.276935577E-1,3.680646420E0,3.701160652E0
9.845618287E0,3.272928596E-1,-1.765623689E-1,3.681711674E0,3.700445343E0
9.848122506E0,3.347494900E-1,-1.318225861E-1,3.683842182E0,3.701368347E0
9.850607037E0,3.358147144E-1,-8.175663650E-2,3.693429232E0,3.709565360E0
9.853091569E0,3.347494900E-1,-4.447348043E-2,3.707277298E0,3.722625428E0
9.855576100E0,3.347494900E-1,-2.423405088E-2,3.722190380E0,3.737291230E0
9.858060683E0,3.315537870E-1,-5.059856921E-3,3.736038446E0,3.750724835E0
9.860545215E0,3.379451632E-1,2.263620123E-2,3.774386883E0,3.789553492E0
9.863029746E0,3.528584540E-1,8.015878499E-2,3.822322369E0,3.839411779E0
9.865514225E0,3.635107577E-1,1.046591476E-1,3.846822739E0,3.865376927E0
9.867996360E0,3.720326424E-1,1.110505462E-1,3.857475042E0,3.876964562E0
9.870480840E0,3.699021637E-1,9.826774895E-2,3.861736059E0,3.880655815E0
9.872965319E0,3.624455333E-1,6.524552405E-2,3.864931822E0,3.882437602E0
9.875449798E0,3.507279754E-1,3.328853101E-2,3.874518871E0,3.890503145E0
9.877934277E0,3.358147144E-1,-2.929390874E-3,3.883040667E0,3.897535750E0
9.880418756E0,3.230319023E-1,-1.997311972E-2,3.888366938E0,3.901813165E0
9.882903235E0,3.091838956E-1,-4.127778113E-2,3.892627716E0,3.905105514E0
9.885387402E0,2.942706347E-1,-5.299534276E-2,3.887301683E0,3.898784181E0
9.887860371E0,2.825530469E-1,-6.897383928E-2,3.880910158E0,3.891793580E0
9.890344537E0,2.719007432E-1,-9.027849883E-2,3.870257854E0,3.880847341E0
9.892828704E0,2.569874525E-1,-1.115831584E-1,3.853214264E0,3.863386276E0
9.895312923E0,2.410089672E-1,-1.382139921E-1,3.836170435E0,3.846217887E0
9.897797090E0,2.197043151E-1,-1.691057384E-1,3.826583385E0,3.836614021E0
9.900281256E0,1.877473146E-1,-2.085193694E-1,3.818061352E0,3.828357594E0
9.902765475E0,1.536598653E-1,-2.585853040E-1,3.814865828E0,3.826706024E0
9.905249798E0,1.217028722E-1,-3.193036020E-1,3.816996336E0,3.832261396E0
9.907738496E0,9.187635034E-2,-3.906742036E-1,3.821257114E0,3.842274526E0
9.910222819E0,6.098458916E-2,-4.757596850E-1,3.823387623E0,3.853356889E0
9.912707090E0,3.328853101E-2,-5.545869470E-1,3.828713894E0,3.868814404E0
9.915191412E0,1.517957076E-2,-6.323489547E-1,3.836170435E0,3.887968522E0
